State Code,District Code,Sub District Code,Level,Area Name,Total number of inhabited villages,Total Rural population,,,Less than 200,,,,200-499,,,,500-999,,,,1000-1999,,,,2000-4999,,,,5000-9999,,,,10000 and above,,,
,,,,,,,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,
,,,,,,Persons ,Males,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females
23,422,03403,SUB-DISTRICT,Seondha,96,93092,50598,42494,11,1127,622,505,27,9835,5363,4472,26,17545,9544,8001,19,27881,15103,12778,12,30784,16782,14002,1,5920,3184,2736,0,0,0,0
23,422,03404,SUB-DISTRICT,Indergarh,103,113876,61191,52685,5,571,316,255,19,7510,4071,3439,38,28613,15388,13225,25,34688,18563,16125,16,42494,22853,19641,0,0,0,0,0,0,0,0
23,422,03405,SUB-DISTRICT,Datia,247,263179,140251,122928,23,2461,1332,1129,51,18895,9988,8907,67,48117,25534,22583,81,115425,61599,53826,22,58592,31262,27330,3,19689,10536,9153,0,0,0,0
23,422,03406,SUB-DISTRICT,Bhander,140,134625,71926,62699,9,1144,600,544,28,10683,5728,4955,63,47668,25453,22215,29,41555,22239,19316,11,33575,17906,15669,0,0,0,0,0,0,0,0
23,423,00000,DISTRICT,Shivpuri,1305,1430627,763554,667073,116,12929,6971,5958,247,88905,47523,41382,410,300716,160136,140580,369,513476,274929,238547,150,425369,227028,198341,12,77898,41009,36889,1,11334,5958,5376
23,423,03407,SUB-DISTRICT,Pohri,238,207352,110643,96709,25,3342,1779,1563,61,21293,11340,9953,90,65317,34874,30443,46,62314,33344,28970,14,42036,22438,19598,2,13050,6868,6182,0,0,0,0
23,423,03408,SUB-DISTRICT,Shivpuri,181,160875,86204,74671,26,2755,1496,1259,40,14343,7690,6653,52,36780,19611,17169,47,64480,34632,29848,16,42517,22775,19742,0,0,0,0,0,0,0,0
23,423,03409,SUB-DISTRICT,Narwar,145,179542,97496,82046,11,978,545,433,18,7003,3834,3169,50,36809,19842,16967,43,61045,33386,27659,20,56735,30799,25936,3,16972,9090,7882,0,0,0,0
23,423,03410,SUB-DISTRICT,Karera,100,165614,88781,76833,3,299,160,139,11,3966,2190,1776,14,10157,5484,4673,47,67032,35988,31044,23,63516,34175,29341,1,9310,4826,4484,1,11334,5958,5376
23,423,03411,SUB-DISTRICT,Kolaras,191,143505,76274,67231,27,2822,1533,1289,50,18152,9780,8372,74,54643,28998,25645,31,41091,21883,19208,8,20866,11051,9815,1,5931,3029,2902,0,0,0,0
23,423,03412,SUB-DISTRICT,Badarwas,140,164181,86343,77838,7,1067,543,524,24,8518,4437,4081,51,37762,19846,17916,38,52244,27434,24810,18,51107,26959,24148,2,13483,7124,6359,0,0,0,0
23,423,03413,SUB-DISTRICT,Pichhore,172,241558,128580,112978,12,1112,613,499,21,7500,3892,3608,39,29038,15475,13563,60,84611,45298,39313,39,113214,60085,53129,1,6083,3217,2866,0,0,0,0
23,423,03414,SUB-DISTRICT,Khaniyadhana,138,168000,89233,78767,5,554,302,252,22,8130,4360,3770,40,30210,16006,14204,57,80659,42964,37695,12,35378,18746,16632,2,13069,6855,6214,0,0,0,0
23,424,00000,DISTRICT,Tikamgarh,878,1195293,629477,565816,70,6159,3263,2896,124,45018,23571,21447,230,174721,91947,82774,281,404077,213230,190847,154,443174,233356,209818,19,122144,64110,58034,0,0,0,0
23,424,03415,SUB-DISTRICT,Niwari,89,136495,71591,64904,3,335,173,162,15,5777,3013,2764,17,13183,6916,6267,31,46436,24321,22115,22,63839,33584,30255,1,6925,3584,3341,0,0,0,0
23,424,03416,SUB-DISTRICT,Orchha,32,35847,19115,16732,2,257,136,121,5,1572,811,761,11,8446,4470,3976,12,17647,9453,8194,1,2368,1268,1100,1,5557,2977,2580,0,0,0,0
23,424,03417,SUB-DISTRICT,Prithvipur,132,153247,81096,72151,19,1927,1003,924,16,5414,2859,2555,37,28169,14903,13266,43,60618,32315,28303,14,41418,21874,19544,3,15701,8142,7559,0,0,0,0
23,424,03418,SUB-DISTRICT,Jatara,99,168017,88623,79394,10,689,371,318,7,2925,1535,1390,22,17476,9203,8273,34,47248,24940,22308,19,53332,28199,25133,7,46347,24375,21972,0,0,0,0
23,424,03419,SUB-DISTRICT,Mohangarh,74,88631,46704,41927,6,470,243,227,13,5249,2806,2443,22,16936,8947,7989,21,29955,15790,14165,11,30209,15795,14414,1,5812,3123,2689,0,0,0,0
23,424,03420,SUB-DISTRICT,Palera,136,196047,102888,93159,6,507,260,247,20,6883,3565,3318,34,25343,13274,12069,45,67393,35494,31899,29,84230,44204,40026,2,11691,6091,5600,0,0,0,0
23,424,03421,SUB-DISTRICT,Baldeogarh,87,114046,59794,54252,2,270,139,131,12,4500,2331,2169,25,18547,9757,8790,35,49620,26063,23557,12,32907,17298,15609,1,8202,4206,3996,0,0,0,0
23,424,03422,SUB-DISTRICT,Khargapur,64,100046,53014,47032,5,717,408,309,6,2073,1080,993,19,14114,7399,6715,17,24965,13243,11722,16,50372,26804,23568,1,7805,4080,3725,0,0,0,0
23,424,03423,SUB-DISTRICT,Tikamgarh,165,202917,106652,96265,17,987,530,457,30,10625,5571,5054,43,32507,17078,15429,43,60195,31611,28584,30,84499,44330,40169,2,14104,7532,6572,0,0,0,0
23,425,00000,DISTRICT,Chhatarpur,1085,1363359,725273,638086,99,10588,5734,4854,175,60486,32382,28104,294,214222,113925,100297,322,451386,240566,210820,177,516336,274368,241968,18,110341,58298,52043,0,0,0,0
23,425,03424,SUB-DISTRICT,Gaurihar,131,178175,95904,82271,5,565,297,268,21,7303,3888,3415,38,27366,14671,12695,38,52979,28550,24429,25,67710,36675,31035,4,22252,11823,10429,0,0,0,0
23,425,03425,SUB-DISTRICT,Laundi,61,77944,41770,36174,4,507,269,238,11,3691,1971,1720,16,13274,7169,6105,18,24416,13007,11409,12,36056,19354,16702,0,0,0,0,0,0,0,0
23,425,03426,SUB-DISTRICT,Chandla,86,87763,47206,40557,4,510,295,215,19,7231,3831,3400,24,17224,9278,7946,33,42675,22928,19747,5,13405,7231,6174,1,6718,3643,3075,0,0,0,0
23,425,03427,SUB-DISTRICT,Nowgong,74,123124,64667,58457,3,388,206,182,6,1994,1071,923,21,15652,8139,7513,28,37658,19849,17809,13,46759,24505,22254,3,20673,10897,9776,0,0,0,0
23,425,03428,SUB-DISTRICT,Maharajpur,44,68098,36174,31924,4,281,152,129,4,1632,878,754,7,5245,2799,2446,21,32127,17063,15064,6,15897,8403,7494,2,12916,6879,6037,0,0,0,0
23,425,03429,SUB-DISTRICT,Chhatarpur,145,211833,112105,99728,13,1206,659,547,18,6042,3252,2790,33,25595,13527,12068,41,60452,31935,28517,39,112028,59373,52655,1,6510,3359,3151,0,0,0,0
23,425,03430,SUB-DISTRICT,Rajnagar,132,216270,114345,101925,4,474,239,235,11,4101,2183,1918,31,23043,12329,10714,44,61336,32564,28772,40,115662,60955,54707,2,11654,6075,5579,0,0,0,0
23,425,03431,SUB-DISTRICT,Bada Malhera,100,92600,49286,43314,14,1729,927,802,19,6803,3654,3149,30,20375,10791,9584,28,39414,21104,18310,9,24279,12810,11469,0,0,0,0,0,0,0,0
23,425,03432,SUB-DISTRICT,Ghuwara,53,85216,45374,39842,1,161,81,80,8,2553,1397,1156,11,8391,4486,3905,20,30528,16297,14231,11,31621,16843,14778,2,11962,6270,5692,0,0,0,0
23,425,03433,SUB-DISTRICT,Bijawar,146,142275,75544,66731,20,1743,941,802,30,9657,5155,4502,49,33899,17842,16057,34,48234,25648,22586,10,31086,16606,14480,3,17656,9352,8304,0,0,0,0
23,425,03434,SUB-DISTRICT,Buxwaha,113,80061,42898,37163,27,3024,1668,1356,28,9479,5102,4377,34,24158,12894,11264,17,21567,11621,9946,7,21833,11613,10220,0,0,0,0,0,0,0,0
23,426,00000,DISTRICT,Panna,947,891185,467473,423712,119,12380,6549,5831,237,83300,43522,39778,284,200058,105119,94939,209,289074,151553,137521,86,235585,123789,111796,12,70788,36941,33847,0,0,0,0
23,426,03435,SUB-DISTRICT,Ajaigarh,118,153801,81887,71914,7,810,460,350,13,4805,2543,2262,40,27613,14799,12814,37,53212,28268,24944,18,49567,26544,23023,3,17794,9273,8521,0,0,0,0
23,426,03436,SUB-DISTRICT,Panna,117,97206,51588,45618,21,1963,1078,885,28,9542,5039,4503,35,24928,13174,11754,23,30084,15842,14242,9,24695,13247,11448,1,5994,3208,2786,0,0,0,0
23,426,03437,SUB-DISTRICT,Devendranagar,67,67484,35304,32180,5,761,397,364,13,4913,2594,2319,26,18404,9655,8749,15,21010,10988,10022,8,22396,11670,10726,0,0,0,0,0,0,0,0
23,426,03438,SUB-DISTRICT,Gunnor,145,133513,69607,63906,18,1813,945,868,42,14758,7693,7065,36,26240,13679,12561,36,46503,24326,22177,11,32862,17098,15764,2,11337,5866,5471,0,0,0,0
23,426,03439,SUB-DISTRICT,Amanganj,111,100816,52918,47898,14,1256,678,578,35,12406,6503,5903,32,22247,11725,10522,18,24722,12935,11787,10,28477,14945,13532,2,11708,6132,5576,0,0,0,0
23,426,03440,SUB-DISTRICT,Pawai,172,153113,80194,72919,28,3347,1747,1600,42,14765,7755,7010,49,34303,18104,16199,38,54270,28424,25846,13,33003,17175,15828,2,13425,6989,6436,0,0,0,0
23,426,03441,SUB-DISTRICT,Shahnagar,117,107623,55839,51784,17,1804,922,882,29,9957,5085,4872,33,24299,12648,11651,25,34127,17747,16380,12,32332,16781,15551,1,5104,2656,2448,0,0,0,0
23,426,03442,SUB-DISTRICT,Raipura,100,77629,40136,37493,9,626,322,304,35,12154,6310,5844,33,22024,11335,10689,17,25146,13023,12123,5,12253,6329,5924,1,5426,2817,2609,0,0,0,0
23,427,00000,DISTRICT,Sagar,1901,1669662,884133,785529,260,26180,13965,12215,499,173973,91985,81988,622,445743,235577,210166,364,498228,264099,234129,137,383178,203498,179680,16,110461,58187,52274,3,31899,16822,15077
23,427,03443,SUB-DISTRICT,Bina,156,118623,63060,55563,24,2743,1434,1309,42,14523,7741,6782,55,41023,21756,19267,26,36064,18982,17082,9,24270,13147,11123,0,0,0,0,0,0,0,0
23,427,03444,SUB-DISTRICT,Khurai,173,138091,73083,65008,19,1853,1001,852,52,18847,10011,8836,65,46582,24538,22044,31,41634,22029,19605,4,11704,6196,5508,1,7138,3819,3319,1,10333,5489,4844
23,427,03445,SUB-DISTRICT,Malthon,176,152631,80660,71971,19,1708,907,801,50,17618,9288,8330,63,45058,23894,21164,36,46437,24521,21916,5,13408,7070,6338,1,6836,3647,3189,2,21566,11333,10233
23,427,03446,SUB-DISTRICT,Banda,164,171671,91157,80514,13,1400,731,669,42,15468,8131,7337,40,28494,15083,13411,45,62096,33101,28995,23,57774,30723,27051,1,6439,3388,3051,0,0,0,0
23,427,03447,SUB-DISTRICT,Shahgarh,110,121754,64987,56767,13,1110,617,493,20,6704,3596,3108,39,28874,15477,13397,25,34429,18342,16087,10,32636,17419,15217,3,18001,9536,8465,0,0,0,0
23,427,03448,SUB-DISTRICT,Rahatgarh,131,92562,49078,43484,19,2505,1362,1143,39,13445,7117,6328,49,36184,19295,16889,20,25920,13681,12239,3,9153,4792,4361,1,5355,2831,2524,0,0,0,0
23,427,03449,SUB-DISTRICT,Sagar,361,410831,217904,192927,30,3071,1644,1427,75,27625,14688,12937,116,82703,43907,38796,87,123274,65613,57661,47,131474,69676,61798,6,42684,22376,20308,0,0,0,0
23,427,03450,SUB-DISTRICT,Garhakota,101,85684,45145,40539,16,1711,897,814,21,7064,3692,3372,34,23383,12224,11159,21,30856,16346,14510,9,22670,11986,10684,0,0,0,0,0,0,0,0
23,427,03451,SUB-DISTRICT,Rehli,120,109290,57743,51547,17,1551,832,719,29,10610,5654,4956,40,29081,15188,13893,23,28768,15291,13477,10,33604,17837,15767,1,5676,2941,2735,0,0,0,0
23,427,03452,SUB-DISTRICT,Kesli,175,116951,61569,55382,25,2055,1087,968,58,18900,9924,8976,63,43241,22710,20531,22,28317,14828,13489,6,15852,8519,7333,1,8586,4501,4085,0,0,0,0
23,427,03453,SUB-DISTRICT,Deori,234,151574,79747,71827,65,6473,3453,3020,71,23169,12143,11026,58,41120,21505,19615,28,40433,21365,19068,11,30633,16133,14500,1,9746,5148,4598,0,0,0,0
23,428,00000,DISTRICT,Damoh,1176,1013668,530471,483197,161,17051,8947,8104,324,112601,58847,53754,370,266387,139167,127220,233,323465,169215,154250,78,224518,117801,106717,10,69646,36494,33152,0,0,0,0
23,428,03454,SUB-DISTRICT,Hatta,154,117137,61565,55572,26,3037,1594,1443,51,17294,9118,8176,47,34262,18005,16257,22,29097,15330,13767,6,19581,10282,9299,2,13866,7236,6630,0,0,0,0
23,428,03455,SUB-DISTRICT,Patera,156,124353,65175,59178,20,2187,1159,1028,47,16765,8915,7850,55,39103,20487,18616,25,35023,18374,16649,8,21348,11049,10299,1,9927,5191,4736,0,0,0,0
23,428,03456,SUB-DISTRICT,Batiyagarh,144,141466,74236,67230,23,2607,1367,1240,36,11885,6220,5665,39,28406,14865,13541,28,37936,19873,18063,16,45283,23847,21436,2,15349,8064,7285,0,0,0,0
23,428,03457,SUB-DISTRICT,Patharia,131,144719,76144,68575,9,1055,552,503,25,8821,4635,4186,50,35489,18516,16973,32,45021,23696,21325,13,41826,22164,19662,2,12507,6581,5926,0,0,0,0
23,428,03458,SUB-DISTRICT,Damoh,231,190401,99975,90426,35,3206,1701,1505,61,21580,11262,10318,73,53316,27987,25329,46,64965,34120,30845,14,36280,19151,17129,2,11054,5754,5300,0,0,0,0
23,428,03459,SUB-DISTRICT,Jabera,179,156995,81578,75417,21,1891,1001,890,47,16298,8359,7939,56,40370,21030,19340,43,59068,30661,28407,11,32425,16859,15566,1,6943,3668,3275,0,0,0,0
23,428,03460,SUB-DISTRICT,Tendukheda,181,138597,71798,66799,27,3068,1573,1495,57,19958,10338,9620,50,35441,18277,17164,37,52355,27161,25194,10,27775,14449,13326,0,0,0,0,0,0,0,0
23,429,00000,DISTRICT,Satna,1799,1754517,907904,846613,326,27446,14299,13147,435,152516,78749,73767,430,315362,163070,152292,373,516117,266766,249351,207,573954,297749,276205,28,169122,87271,81851,0,0,0,0
23,429,03461,SUB-DISTRICT,Raghurajnagar,236,207164,108242,98922,47,3445,1783,1662,55,19317,10064,9253,61,44929,23518,21411,47,63960,33438,30522,26,75513,39439,36074,0,0,0,0,0,0,0,0
23,429,03462,SUB-DISTRICT,Majhgawan,166,118756,62149,56607,42,4297,2299,1998,50,17783,9228,8555,42,29363,15223,14140,18,24323,12784,11539,13,36589,19245,17344,1,6401,3370,3031,0,0,0,0
23,429,03463,SUB-DISTRICT,Birsinghpur,134,108436,56632,51804,37,2818,1497,1321,30,10264,5330,4934,31,22180,11555,10625,23,31180,16247,14933,10,25255,13313,11942,3,16739,8690,8049,0,0,0,0
23,429,03464,SUB-DISTRICT,Nagod,244,209823,109182,100641,42,3741,1979,1762,80,27767,14392,13375,58,41116,21377,19739,42,54904,28599,26305,17,52159,27211,24948,5,30136,15624,14512,0,0,0,0
23,429,03465,SUB-DISTRICT,Unchahara,214,172519,89176,83343,48,3865,1991,1874,69,23210,11916,11294,42,29903,15331,14572,36,49580,25648,23932,17,54452,28357,26095,2,11509,5933,5576,0,0,0,0
23,429,03466,SUB-DISTRICT,Rampur Baghelan,132,154489,79960,74529,17,1701,895,806,25,8944,4664,4280,33,25247,12986,12261,33,49236,25487,23749,22,59228,30759,28469,2,10133,5169,4964,0,0,0,0
23,429,03467,SUB-DISTRICT,Kotar,81,100030,51975,48055,5,712,376,336,17,6410,3354,3056,26,19770,10247,9523,23,33854,17492,16362,7,19216,10004,9212,3,20068,10502,9566,0,0,0,0
23,429,03468,SUB-DISTRICT,Amarpatan,170,205353,105531,99822,25,2199,1117,1082,27,9367,4798,4569,41,31133,16025,15108,47,65541,33508,32033,26,71288,36868,34420,4,25825,13215,12610,0,0,0,0
23,429,03469,SUB-DISTRICT,Ramnagar,179,159414,81203,78211,39,3144,1559,1585,36,12244,6248,5996,46,34066,17492,16574,36,47090,23985,23105,20,51903,26385,25518,2,10967,5534,5433,0,0,0,0
23,429,03470,SUB-DISTRICT,Maihar,243,318533,163854,154679,24,1524,803,721,46,17210,8755,8455,50,37655,19316,18339,68,96449,49578,46871,49,128351,66168,62183,6,37344,19234,18110,0,0,0,0
23,430,00000,DISTRICT,Rewa,2408,1969321,1017839,951482,654,54803,28132,26671,576,194239,100327,93912,528,374389,193816,180573,423,596557,308291,288266,199,567930,293393,274537,27,170593,88305,82288,1,10810,5575,5235
23,430,03471,SUB-DISTRICT,Teonthar,261,224136,116963,107173,60,5527,2844,2683,58,19470,10114,9356,71,50180,26013,24167,45,64108,33720,30388,24,66566,34615,31951,3,18285,9657,8628,0,0,0,0
23,430,03472,SUB-DISTRICT,Jawa,237,215071,111985,103086,52,4672,2403,2269,53,17815,9290,8525,58,40800,21157,19643,46,63320,33184,30136,25,68942,35827,33115,3,19522,10124,9398,0,0,0,0
23,430,03473,SUB-DISTRICT,Sirmour,178,174576,89613,84963,25,2076,1024,1052,55,19641,9961,9680,37,25812,13353,12459,41,56966,29156,27810,16,43770,22517,21253,4,26311,13602,12709,0,0,0,0
23,430,03474,SUB-DISTRICT,Mangawan,263,203226,104655,98571,76,6814,3461,3353,63,20728,10711,10017,49,34469,17693,16776,53,73838,38090,35748,20,55369,28512,26857,2,12008,6188,5820,0,0,0,0
23,430,03475,SUB-DISTRICT,Semaria,165,143108,73708,69400,44,3317,1708,1609,37,12150,6326,5824,38,26420,13655,12765,29,41635,21417,20218,15,45871,23536,22335,2,13715,7066,6649,0,0,0,0
23,430,03476,SUB-DISTRICT,Hanumana,293,238111,122723,115388,91,7549,3873,3676,68,22552,11758,10794,58,40973,21356,19617,47,65927,33742,32185,24,66976,34456,32520,5,34134,17538,16596,0,0,0,0
23,430,03477,SUB-DISTRICT,Mauganj,284,163291,83773,79518,91,7371,3789,3582,85,27897,14246,13651,60,42592,21915,20677,37,53334,27367,25967,11,32097,16456,15641,0,0,0,0,0,0,0,0
23,430,03478,SUB-DISTRICT,Naigarhi,313,162637,84246,78391,134,10717,5502,5215,79,26779,13899,12880,51,34905,18184,16721,35,49675,25750,23925,13,35293,18093,17200,1,5268,2818,2450,0,0,0,0
23,430,03479,SUB-DISTRICT,Huzur,193,229104,118949,110155,28,2194,1140,1054,32,11300,5823,5477,56,40798,21282,19516,47,68477,35503,32974,26,78589,40908,37681,3,16936,8718,8218,1,10810,5575,5235
23,430,03480,SUB-DISTRICT,Raipur - Karchuliyan,107,103346,53184,50162,24,2533,1302,1231,23,7700,3982,3718,20,14889,7623,7266,28,40182,20602,19580,11,31627,16338,15289,1,6415,3337,3078,0,0,0,0
23,430,03481,SUB-DISTRICT,Gurh,114,112715,58040,54675,29,2033,1086,947,23,8207,4217,3990,30,22551,11585,10966,15,19095,9760,9335,14,42830,22135,20695,3,17999,9257,8742,0,0,0,0
23,431,00000,DISTRICT,Umaria,594,534214,273064,261150,67,7502,3877,3625,149,53447,27287,26160,198,143537,73313,70224,131,181793,92627,89166,46,129571,66524,63047,3,18364,9436,8928,0,0,0,0
23,431,03482,SUB-DISTRICT,Bandhogarh,101,91333,46626,44707,9,874,461,413,26,9722,4980,4742,32,24019,12128,11891,26,33886,17223,16663,8,22832,11834,10998,0,0,0,0,0,0,0,0
23,431,03483,SUB-DISTRICT,Chandia,126,89345,46077,43268,20,2105,1094,1011,36,12015,6123,5892,41,27453,14108,13345,25,33887,17496,16391,4,13885,7256,6629,0,0,0,0,0,0,0,0
23,431,03484,SUB-DISTRICT,Manpur,211,228975,117072,111903,25,2751,1441,1310,46,16767,8576,8191,63,46593,23906,22687,46,65563,33372,32191,28,78937,40341,38596,3,18364,9436,8928,0,0,0,0
23,431,03485,SUB-DISTRICT,Pali,99,72667,36938,35729,7,780,383,397,33,11990,6106,5884,39,28939,14772,14167,17,23543,11938,11605,3,7415,3739,3676,0,0,0,0,0,0,0,0
23,431,03486,SUB-DISTRICT,Nowrozabad,57,51894,26351,25543,6,992,498,494,8,2953,1502,1451,23,16533,8399,8134,17,24914,12598,12316,3,6502,3354,3148,0,0,0,0,0,0,0,0
23,432,00000,DISTRICT,Neemuch ,675,580837,295013,285824,102,10348,5196,5152,201,69973,35645,34328,196,140242,71343,68899,120,164140,83115,81025,46,135200,68797,66403,10,60934,30917,30017,0,0,0,0
23,432,03487,SUB-DISTRICT,Jawad,108,110127,56078,54049,14,1260,626,634,32,11070,5666,5404,29,20495,10370,10125,19,23745,12014,11731,10,27850,14280,13570,4,25707,13122,12585,0,0,0,0
23,432,03488,SUB-DISTRICT,Singoli,157,87771,44715,43056,37,3759,1919,1840,57,19348,9956,9392,43,29218,14787,14431,15,20053,10207,9846,5,15393,7846,7547,0,0,0,0,0,0,0,0
23,432,03489,SUB-DISTRICT,Neemuch,112,110958,56616,54342,8,840,392,448,32,11583,5891,5692,38,28087,14290,13797,23,31206,15931,15275,9,27539,14170,13369,2,11703,5942,5761,0,0,0,0
23,432,03490,SUB-DISTRICT,Jiran,76,61311,31022,30289,15,1661,835,826,25,8473,4284,4189,19,13864,7109,6755,10,13070,6619,6451,6,18139,9070,9069,1,6104,3105,2999,0,0,0,0
23,432,03491,SUB-DISTRICT,Manasa,222,210670,106582,104088,28,2828,1424,1404,55,19499,9848,9651,67,48578,24787,23791,53,76066,38344,37722,16,46279,23431,22848,3,17420,8748,8672,0,0,0,0
23,433,00000,DISTRICT,Mandsaur,893,1062807,540987,521820,42,4907,2503,2404,166,59558,30270,29288,301,217135,110494,106641,258,356955,181640,175315,114,333545,169765,163780,11,75342,38337,37005,1,15365,7978,7387
23,433,03492,SUB-DISTRICT,Bhanpura,82,123106,63386,59720,4,320,154,166,14,4873,2522,2351,24,17135,8851,8284,24,33442,17221,16221,14,46489,23860,22629,1,5482,2800,2682,1,15365,7978,7387
23,433,03493,SUB-DISTRICT,Malhargarh,168,170330,85911,84419,8,932,469,463,35,12894,6467,6427,61,44960,22737,22223,47,63814,32035,31779,16,42697,21637,21060,1,5033,2566,2467,0,0,0,0
23,433,03494,SUB-DISTRICT,Garoth,101,120059,61102,58957,5,778,406,372,23,8020,4131,3889,32,22852,11533,11319,24,32512,16673,15839,16,46782,23787,22995,1,9115,4572,4543,0,0,0,0
23,433,03495,SUB-DISTRICT,Shamgarh,94,101211,51676,49535,2,262,134,128,15,5375,2737,2638,39,27195,13831,13364,28,35988,18392,17596,9,26373,13502,12871,1,6018,3080,2938,0,0,0,0
23,433,03496,SUB-DISTRICT,Mandsaur,158,194721,98906,95815,9,727,376,351,26,9753,4993,4760,51,37845,19266,18579,52,75262,38343,36919,17,52149,26301,25848,3,18985,9627,9358,0,0,0,0
23,433,03497,SUB-DISTRICT,Daloda ,58,102538,51882,50656,3,462,228,234,8,2812,1434,1378,11,8994,4551,4443,14,22666,11461,11205,21,58750,29730,29020,1,8854,4478,4376,0,0,0,0
23,433,03498,SUB-DISTRICT,Sitamau,159,175758,89681,86077,10,1338,693,645,26,9138,4605,4533,56,38634,19778,18856,50,67817,34498,33319,14,36976,18893,18083,3,21855,11214,10641,0,0,0,0
23,433,03499,SUB-DISTRICT,Suwasara,73,75084,38443,36641,1,88,43,45,19,6693,3381,3312,27,19520,9947,9573,19,25454,13017,12437,7,23329,12055,11274,0,0,0,0,0,0,0,0
23,434,00000,DISTRICT,Ratlam,1053,1020038,516468,503570,97,11249,5666,5583,283,101984,51606,50378,328,235083,119001,116082,235,329534,166839,162695,99,275533,139597,135936,11,66655,33759,32896,0,0,0,0
23,434,03500,SUB-DISTRICT,Piploda,90,130068,65952,64116,3,478,243,235,13,5361,2737,2624,27,18144,9250,8894,27,38682,19580,19102,17,49885,25211,24674,3,17518,8931,8587,0,0,0,0
23,434,03501,SUB-DISTRICT,Jaora,145,159463,81215,78248,2,227,113,114,32,11439,5923,5516,50,37194,18988,18206,43,59558,30220,29338,16,40723,20770,19953,2,10322,5201,5121,0,0,0,0
23,434,03502,SUB-DISTRICT,Alot,105,87855,44612,43243,4,415,208,207,32,12248,6211,6037,39,26157,13280,12877,24,32613,16545,16068,6,16422,8368,8054,0,0,0,0,0,0,0,0
23,434,03503,SUB-DISTRICT,Tal,86,92075,47100,44975,4,520,259,261,19,6182,3187,2995,22,16043,8225,7818,31,43525,22262,21263,10,25805,13167,12638,0,0,0,0,0,0,0,0
23,434,03504,SUB-DISTRICT,Sailana,239,122970,61735,61235,63,7437,3737,3700,89,31192,15654,15538,59,39552,19829,19723,22,27180,13608,13572,6,17609,8907,8702,0,0,0,0,0,0,0,0
23,434,03505,SUB-DISTRICT,Bajna,127,80290,40361,39929,12,1573,798,775,45,16808,8383,8425,57,41200,20844,20356,12,16995,8458,8537,1,3714,1878,1836,0,0,0,0,0,0,0,0
23,434,03506,SUB-DISTRICT,Rawti,93,84171,41893,42278,3,326,165,161,32,11389,5711,5678,34,24485,12221,12264,16,22333,11096,11237,7,19533,9710,9823,1,6105,2990,3115,0,0,0,0
23,434,03507,SUB-DISTRICT,Ratlam,168,263146,133600,129546,6,273,143,130,21,7365,3800,3565,40,32308,16364,15944,60,88648,45070,43578,36,101842,51586,50256,5,32710,16637,16073,0,0,0,0
23,435,00000,DISTRICT,Ujjain,1095,1207651,616353,591298,28,2702,1407,1295,203,74344,37923,36421,418,310728,158493,152235,332,456669,233043,223626,100,275097,140560,134537,14,88111,44927,43184,0,0,0,0
23,435,03508,SUB-DISTRICT,Khacharod,109,127079,64591,62488,4,321,174,147,10,3614,1832,1782,34,24574,12508,12066,52,74190,37687,36503,9,24380,12390,11990,0,0,0,0,0,0,0,0
23,435,03509,SUB-DISTRICT,Nagda,109,123183,62499,60684,0,0,0,0,15,6375,3221,3154,45,33487,16968,16519,39,55197,28036,27161,10,28124,14274,13850,0,0,0,0,0,0,0,0
23,435,03510,SUB-DISTRICT,Mahidpur,223,217329,111497,105832,5,549,281,268,44,15998,8234,7764,98,72306,37122,35184,60,79750,40954,38796,13,31877,16390,15487,3,16849,8516,8333,0,0,0,0
23,435,03511,SUB-DISTRICT,Ghatiya,128,138861,70808,68053,0,0,0,0,31,10953,5608,5345,51,38371,19484,18887,33,43375,22185,21190,10,28102,14438,13664,3,18060,9093,8967,0,0,0,0
23,435,03512,SUB-DISTRICT,Tarana,206,210713,107976,102737,8,852,432,420,51,18858,9551,9307,77,55499,28420,27079,48,65732,33747,31985,19,50034,25661,24373,3,19738,10165,9573,0,0,0,0
23,435,03513,SUB-DISTRICT,Ujjain,131,157351,80030,77321,1,95,56,39,20,6784,3461,3323,50,37313,18890,18423,45,63295,32203,31092,13,35045,17846,17199,2,14819,7574,7245,0,0,0,0
23,435,03514,SUB-DISTRICT,Badnagar,189,233135,118952,114183,10,885,464,421,32,11762,6016,5746,63,49178,25101,24077,55,75130,38231,36899,26,77535,39561,37974,3,18645,9579,9066,0,0,0,0
23,436,00000,DISTRICT,Shajapur,1071,1219133,629273,589860,52,5754,3029,2725,196,71511,36784,34727,390,285679,147432,138247,311,431247,222484,208763,102,292974,151381,141593,20,131968,68163,63805,0,0,0,0
23,436,03515,SUB-DISTRICT,Susner,111,112615,57555,55060,3,421,220,201,24,8893,4557,4336,43,30461,15591,14870,32,42299,21606,20693,7,18206,9340,8866,2,12335,6241,6094,0,0,0,0
23,436,03516,SUB-DISTRICT,Nalkheda,93,94685,48674,46011,2,303,167,136,15,5342,2672,2670,43,29990,15447,14543,23,33150,17119,16031,10,25900,13269,12631,0,0,0,0,0,0,0,0
