State Code,District Code,Sub District Code,Level,Area Name,Total number of inhabited villages,Total Rural population,,,Less than 200,,,,200-499,,,,500-999,,,,1000-1999,,,,2000-4999,,,,5000-9999,,,,10000 and above,,,
,,,,,,,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,
,,,,,,Persons ,Males,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females
28,543,00000,DISTRICT,Vizianagaram,1452,1853563,920428,933135,188,20800,9958,10842,307,102464,49921,52543,306,221251,109392,111859,378,542936,269819,273117,237,701194,349865,351329,33,212920,105685,107235,3,51998,25788,26210
28,543,04807,SUB-DISTRICT,Komarada,92,51993,24833,27160,33,3850,1814,2036,31,10415,5000,5415,12,8047,3925,4122,13,19056,9065,9991,2,5074,2567,2507,1,5551,2462,3089,0,0,0,0
28,543,04808,SUB-DISTRICT,Gummalakshmipuram,118,49507,23371,26136,36,4763,2134,2629,57,18136,8472,9664,18,13003,6375,6628,5,6431,2950,3481,2,7174,3440,3734,0,0,0,0,0,0,0,0
28,543,04809,SUB-DISTRICT,Kurupam,92,48402,23996,24406,28,2949,1432,1517,39,13146,6319,6827,14,10043,4729,5314,8,10741,5583,5158,2,4194,2106,2088,1,7329,3827,3502,0,0,0,0
28,543,04810,SUB-DISTRICT,Jiyyammavalasa,55,52360,26183,26177,5,700,349,351,15,4941,2464,2477,15,11754,5904,5850,15,20600,10199,10401,5,14365,7267,7098,0,0,0,0,0,0,0,0
28,543,04811,SUB-DISTRICT,Garugubilli,32,46773,23128,23645,3,39,21,18,1,208,104,104,5,3396,1695,1701,20,31887,15985,15902,2,5492,2431,3061,1,5751,2892,2859,0,0,0,0
28,543,04812,SUB-DISTRICT,Parvathipuram,46,59794,29639,30155,7,556,273,283,7,2502,1237,1265,14,10042,4948,5094,7,10790,5478,5312,10,29888,14742,15146,1,6016,2961,3055,0,0,0,0
28,543,04813,SUB-DISTRICT,Makkuva,49,50506,25225,25281,5,261,129,132,9,2957,1428,1529,18,12572,6225,6347,14,20138,10171,9967,2,6306,3225,3081,1,8272,4047,4225,0,0,0,0
28,543,04814,SUB-DISTRICT,Seethanagaram,43,58182,28992,29190,1,75,40,35,7,2308,1131,1177,11,8352,4140,4212,17,22951,11435,11516,6,17763,8941,8822,1,6733,3305,3428,0,0,0,0
28,543,04815,SUB-DISTRICT,Balijipeta,31,59764,29536,30228,0,0,0,0,6,1921,977,944,6,4497,2238,2259,6,8577,4202,4375,11,31911,15842,16069,2,12858,6277,6581,0,0,0,0
28,543,04816,SUB-DISTRICT,Bobbili,38,66145,32807,33338,0,0,0,0,7,2628,1282,1346,12,9306,4590,4716,7,10245,4976,5269,9,28081,14017,14064,3,15885,7942,7943,0,0,0,0
28,543,04817,SUB-DISTRICT,Salur,83,55889,27086,28803,25,2942,1434,1508,24,7972,3825,4147,14,8705,4243,4462,14,19877,9502,10375,6,16393,8082,8311,0,0,0,0,0,0,0,0
28,543,04818,SUB-DISTRICT,Pachipenta,51,48233,23870,24363,7,1063,528,535,17,5811,2857,2954,13,8581,4076,4505,8,11280,5844,5436,5,13760,6811,6949,1,7738,3754,3984,0,0,0,0
28,543,04819,SUB-DISTRICT,Ramabhadrapuram,31,50464,24867,25597,3,447,220,227,7,2133,1060,1073,6,3988,1948,2040,7,10080,4900,5180,6,16775,8244,8531,1,6079,2962,3117,1,10962,5533,5429
28,543,04820,SUB-DISTRICT,Badangi,27,49384,24881,24503,0,0,0,0,2,870,433,437,9,7210,3546,3664,7,9910,4864,5046,8,25548,13121,12427,1,5846,2917,2929,0,0,0,0
28,543,04821,SUB-DISTRICT,Therlam,47,59688,29882,29806,1,176,90,86,11,3747,1861,1886,15,10589,5368,5221,10,15606,7772,7834,9,23777,11887,11890,1,5793,2904,2889,0,0,0,0
28,543,04822,SUB-DISTRICT,Merakamudidam,39,57237,28656,28581,1,57,30,27,2,703,345,358,15,10772,5383,5389,14,18402,9224,9178,6,18858,9429,9429,1,8445,4245,4200,0,0,0,0
28,543,04823,SUB-DISTRICT,Dattirajeru,44,54499,27124,27375,4,246,131,115,6,1918,978,940,12,8306,4125,4181,12,17049,8508,8541,10,26980,13382,13598,0,0,0,0,0,0,0,0
28,543,04824,SUB-DISTRICT,Mentada,37,46855,23234,23621,6,435,213,222,8,2617,1291,1326,6,4287,2121,2166,10,15411,7662,7749,7,24105,11947,12158,0,0,0,0,0,0,0,0
28,543,04825,SUB-DISTRICT,Gajapathinagaram,32,51842,25603,26239,0,0,0,0,3,1039,522,517,9,6699,3309,3390,14,22138,10967,11171,5,13927,6860,7067,1,8039,3945,4094,0,0,0,0
28,543,04826,SUB-DISTRICT,Garividi,34,49396,24860,24536,2,333,176,157,5,1817,922,895,4,3034,1552,1482,14,20509,10313,10196,9,23703,11897,11806,0,0,0,0,0,0,0,0
28,543,04827,SUB-DISTRICT,Cheepurupalle,29,48561,24620,23941,0,0,0,0,3,1352,708,644,6,4293,2150,2143,12,17761,9016,8745,7,19854,10153,9701,1,5301,2593,2708,0,0,0,0
28,543,04828,SUB-DISTRICT,Gurla,39,64695,32341,32354,3,250,118,132,1,475,237,238,5,3847,1913,1934,16,21550,10835,10715,14,38573,19238,19335,0,0,0,0,0,0,0,0
28,543,04829,SUB-DISTRICT,Bondapalle,31,51146,25254,25892,1,21,11,10,1,271,136,135,7,5021,2440,2581,17,22542,11204,11338,3,8926,4399,4527,2,14365,7064,7301,0,0,0,0
28,543,04830,SUB-DISTRICT,Gantyada,44,65579,32696,32883,4,300,164,136,3,997,496,501,10,7586,3816,3770,14,19512,9691,9821,13,37184,18529,18655,0,0,0,0,0,0,0,0
28,543,04831,SUB-DISTRICT,Srungavarapukota,39,75917,37123,38794,7,688,320,368,6,1886,953,933,6,5002,2492,2510,11,15353,7227,8126,8,24684,12264,12420,0,0,0,0,1,28304,13867,14437
28,543,04832,SUB-DISTRICT,Vepada,37,50580,24930,25650,1,193,95,98,5,1546,763,783,9,6645,3335,3310,14,20384,10213,10171,8,21812,10524,11288,0,0,0,0,0,0,0,0
28,543,04833,SUB-DISTRICT,Lakkavarapukota,32,53039,26531,26508,2,190,96,94,2,680,353,327,6,4559,2242,2317,13,19470,9765,9705,9,28140,14075,14065,0,0,0,0,0,0,0,0
28,543,04834,SUB-DISTRICT,Kothavalasa,26,49347,24300,25047,0,0,0,0,4,1368,686,682,3,2519,1272,1247,11,15855,7881,7974,6,16773,8340,8433,2,12832,6121,6711,0,0,0,0
28,543,04835,SUB-DISTRICT,Jami,27,58066,28987,29079,0,0,0,0,4,1259,631,628,3,1983,1012,971,12,17353,8681,8672,6,18791,9288,9503,1,5948,2987,2961,1,12732,6388,6344
28,543,04836,SUB-DISTRICT,Vizianagaram,14,43641,22105,21536,1,65,29,36,0,0,0,0,1,636,321,315,1,1122,568,554,10,36806,18426,18380,1,5012,2761,2251,0,0,0,0
28,543,04837,SUB-DISTRICT,Nellimarla,31,50772,25626,25146,0,0,0,0,6,1862,945,917,5,3723,1844,1879,9,12463,6270,6193,11,32724,16567,16157,0,0,0,0,0,0,0,0
28,543,04838,SUB-DISTRICT,Pusapatirega,36,71955,36508,35447,0,0,0,0,5,1736,883,853,10,6915,3458,3457,11,16091,8085,8006,5,14662,7700,6962,5,32551,16382,16169,0,0,0,0
28,543,04839,SUB-DISTRICT,Denkada,27,48461,24231,24230,0,0,0,0,3,1243,622,621,6,4476,2212,2264,10,14561,7218,7343,7,22981,11493,11488,1,5200,2686,2514,0,0,0,0
28,543,04840,SUB-DISTRICT,Bhogapuram,19,54891,27403,27488,2,201,111,90,0,0,0,0,1,863,445,418,5,7241,3565,3676,8,25210,12631,12579,3,21376,10651,10725,0,0,0,0
28,544,00000,DISTRICT,Visakhapatnam,3072,2254667,1113234,1141433,1479,146106,70932,75174,673,206074,100795,105279,302,216662,106864,109798,293,417860,205410,212450,270,829808,411877,417931,47,315886,157044,158842,8,122271,60312,61959
28,544,04841,SUB-DISTRICT,Munchingi Puttu,303,47418,22937,24481,229,20160,9663,10497,65,18232,8640,9592,7,5040,2691,2349,1,1265,606,659,1,2721,1337,1384,0,0,0,0,0,0,0,0
28,544,04842,SUB-DISTRICT,Peda Bayalu,268,51890,25542,26348,193,20763,10069,10694,59,16963,8190,8773,15,10507,5254,5253,0,0,0,0,1,3657,2029,1628,0,0,0,0,0,0,0,0
28,544,04843,SUB-DISTRICT,Dumbriguda,87,49029,23801,25228,27,3172,1472,1700,26,8961,4174,4787,17,11757,5728,6029,14,18416,8745,9671,3,6723,3682,3041,0,0,0,0,0,0,0,0
28,544,04844,SUB-DISTRICT,Araku Valley,163,49960,23571,26389,97,9693,4747,4946,39,11604,5542,6062,17,12814,6203,6611,8,9977,4810,5167,2,5872,2269,3603,0,0,0,0,0,0,0,0
28,544,04845,SUB-DISTRICT,Ananthagiri,278,49019,24427,24592,209,17846,8692,9154,51,16310,8335,7975,13,8554,4419,4135,5,6309,2981,3328,0,0,0,0,0,0,0,0,0,0,0,0
28,544,04846,SUB-DISTRICT,Hukumpeta,168,51697,25137,26560,80,9032,4314,4718,59,18565,9139,9426,24,17146,8089,9057,4,4546,2383,2163,1,2408,1212,1196,0,0,0,0,0,0,0,0
28,544,04847,SUB-DISTRICT,Paderu,199,50196,24125,26071,120,11578,5682,5896,58,16553,8155,8398,14,9173,4182,4991,5,6347,3357,2990,2,6545,2749,3796,0,0,0,0,0,0,0,0
28,544,04848,SUB-DISTRICT,G.Madugula,292,53884,26966,26918,209,20071,9881,10190,67,19620,9596,10024,13,8619,4779,3840,2,3218,1265,1953,1,2356,1445,911,0,0,0,0,0,0,0,0
28,544,04849,SUB-DISTRICT,Chintapalle,244,63752,31021,32731,139,14406,6931,7475,74,22806,11148,11658,22,13839,6779,7060,8,10575,5119,5456,1,2126,1044,1082,0,0,0,0,0,0,0,0
28,544,04850,SUB-DISTRICT,Gudem Kotha Veedhi,170,58542,27869,30673,72,8345,4096,4249,61,19422,9497,9925,30,20827,10106,10721,6,7496,3336,4160,1,2452,834,1618,0,0,0,0,0,0,0,0
28,544,04851,SUB-DISTRICT,Koyyuru,136,50639,25047,25592,65,6836,3319,3517,44,14171,7012,7159,16,10670,4987,5683,8,10577,4929,5648,3,8385,4800,3585,0,0,0,0,0,0,0,0
28,544,04852,SUB-DISTRICT,Nathavaram,35,64607,32202,32405,6,732,354,378,6,1788,911,877,4,2653,1319,1334,6,10342,5139,5203,11,36046,17980,18066,2,13046,6499,6547,0,0,0,0
28,544,04853,SUB-DISTRICT,Golugonda,34,52852,26353,26499,4,619,300,319,8,2878,1417,1461,7,5305,2637,2668,7,10746,5290,5456,6,19752,9719,10033,2,13552,6990,6562,0,0,0,0
28,544,04854,SUB-DISTRICT,Narsipatnam,11,45074,22115,22959,0,0,0,0,0,0,0,0,1,758,373,385,5,8370,4069,4301,2,4961,2445,2516,2,15983,7844,8139,1,15002,7384,7618
28,544,04855,SUB-DISTRICT,Rolugunta,28,48388,23474,24914,6,430,209,221,4,1493,744,749,0,0,0,0,8,12213,5935,6278,8,24178,11684,12494,2,10074,4902,5172,0,0,0,0
28,544,04856,SUB-DISTRICT,Ravikamatham,33,70761,34108,36653,3,288,135,153,5,1620,769,851,3,2392,1142,1250,9,12294,5925,6369,11,34396,16596,17800,1,5102,2475,2627,1,14669,7066,7603
28,544,04857,SUB-DISTRICT,Madugula,49,72006,35220,36786,7,749,375,374,14,4087,2012,2075,2,1457,776,681,14,19647,9541,10106,10,27328,13409,13919,1,6034,2981,3053,1,12704,6126,6578
28,544,04858,SUB-DISTRICT,Cheedikada,30,46643,22907,23736,1,199,101,98,3,1057,550,507,8,5954,2983,2971,9,13088,6412,6676,9,26345,12861,13484,0,0,0,0,0,0,0,0
28,544,04859,SUB-DISTRICT,Devarapalle,40,58312,29220,29092,6,628,309,319,5,1565,716,849,6,4523,2216,2307,14,20998,10389,10609,8,21201,10837,10364,1,9397,4753,4644,0,0,0,0
28,544,04860,SUB-DISTRICT,K.Kotapadu,32,60498,30033,30465,0,0,0,0,3,1312,643,669,4,3380,1698,1682,15,19958,9958,10000,8,24557,12150,12407,2,11291,5584,5707,0,0,0,0
28,544,04861,SUB-DISTRICT,Sabbavaram,27,62713,31711,31002,0,0,0,0,2,708,355,353,4,2850,1420,1430,11,15987,8026,7961,8,24379,12281,12098,1,6589,3281,3308,1,12200,6348,5852
28,544,04862,SUB-DISTRICT,Pendurthi,15,32380,16070,16310,0,0,0,0,1,465,204,261,3,2350,1165,1185,4,6488,3211,3277,7,23077,11490,11587,0,0,0,0,0,0,0,0
28,544,04863,SUB-DISTRICT,Anandapuram,32,60789,30739,30050,0,0,0,0,3,1046,531,515,10,7958,4021,3937,9,11887,6049,5838,9,32191,16263,15928,1,7707,3875,3832,0,0,0,0
28,544,04864,SUB-DISTRICT,Padmanabham,24,52079,25946,26133,1,161,81,80,2,634,327,307,3,2557,1244,1313,5,7538,3789,3749,12,35791,17821,17970,1,5398,2684,2714,0,0,0,0
28,544,04865,SUB-DISTRICT,Bheemunipatnam,18,56754,28687,28067,0,0,0,0,0,0,0,0,5,3393,1690,1703,2,2701,1419,1282,8,27124,13553,13571,3,23536,12025,11511,0,0,0,0
28,544,04866,SUB-DISTRICT,Visakhapatnam (Rural),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,544,04867,SUB-DISTRICT,Visakhapatnam (Urban),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,544,04868,SUB-DISTRICT,Pedagantyada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,544,04869,SUB-DISTRICT,Gajuwaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,544,04870,SUB-DISTRICT,Paravada,14,52605,26422,26183,0,0,0,0,0,0,0,0,2,1642,819,823,3,4335,2183,2152,6,20535,10219,10316,3,26093,13201,12892,0,0,0,0
28,544,04871,SUB-DISTRICT,Anakapalle,31,95417,47200,48217,0,0,0,0,0,0,0,0,6,4744,2361,2383,11,16708,8299,8409,13,42930,21295,21635,0,0,0,0,1,31035,15245,15790
28,544,04872,SUB-DISTRICT,Chodavaram,30,68242,33791,34451,0,0,0,0,0,0,0,0,6,4740,2394,2346,7,11072,5481,5591,16,45823,22628,23195,1,6607,3288,3319,0,0,0,0
28,544,04873,SUB-DISTRICT,Butchayyapeta,38,66214,32896,33318,1,37,15,22,1,415,202,213,9,6922,3448,3474,15,20855,10328,10527,11,29163,14561,14602,1,8822,4342,4480,0,0,0,0
28,544,04874,SUB-DISTRICT,Kotauratla,20,54510,26911,27599,0,0,0,0,0,0,0,0,1,622,316,306,7,11617,5626,5991,10,28367,13973,14394,2,13904,6996,6908,0,0,0,0
28,544,04875,SUB-DISTRICT,Makavarapalem,25,57568,28328,29240,0,0,0,0,3,818,403,415,4,3031,1534,1497,8,11216,5502,5714,8,30265,14777,15488,2,12238,6112,6126,0,0,0,0
28,544,04876,SUB-DISTRICT,Kasimkota,26,67262,32768,34494,0,0,0,0,1,250,120,130,4,2584,1255,1329,12,18539,9123,9416,6,17246,8656,8590,2,12890,6041,6849,1,15753,7573,8180
28,544,04877,SUB-DISTRICT,Munagapaka,26,55520,27822,27698,1,114,57,57,2,679,328,351,5,4412,2204,2208,6,8844,4467,4377,10,26390,13119,13271,1,5053,2523,2530,1,10028,5124,4904
28,544,04878,SUB-DISTRICT,Atchutapuram,33,66577,33503,33074,1,158,84,74,4,1297,656,641,2,1442,740,702,13,18925,9594,9331,12,34843,17422,17421,1,9912,5007,4905,0,0,0,0
28,544,04879,SUB-DISTRICT,Yelamanchili,13,43288,20795,22493,0,0,0,0,0,0,0,0,1,981,481,500,3,4084,1974,2110,6,17690,8678,9012,3,20533,9662,10871,0,0,0,0
28,544,04880,SUB-DISTRICT,Nakkapalle,30,73476,36801,36675,0,0,0,0,1,331,262,69,5,4038,1948,2090,12,16923,8438,8485,8,29107,14620,14487,4,23077,11533,11544,0,0,0,0
28,544,04881,SUB-DISTRICT,Payakaraopeta,18,66092,33573,32519,0,0,0,0,0,0,0,0,1,896,450,446,1,1585,791,794,13,46033,23354,22679,3,17578,8978,8600,0,0,0,0
28,544,04882,SUB-DISTRICT,S.Rayavaram,22,74101,36384,37717,0,0,0,0,0,0,0,0,2,1616,779,837,5,7307,3559,3748,10,33708,16578,17130,5,31470,15468,16002,0,0,0,0
28,544,04883,SUB-DISTRICT,Rambilli,30,53913,26812,27101,2,89,46,43,2,424,217,207,6,4516,2234,2282,11,14867,7362,7505,8,23137,11507,11630,0,0,0,0,1,10880,5446,5434
28,545,00000,DISTRICT,East Godavari,1312,3840324,1922293,1918031,233,25012,12272,12740,231,73997,36800,37197,115,80629,39114,41515,146,223617,112746,110871,327,1079385,542028,537357,197,1399347,701676,697671,63,958337,477657,480680
28,545,04884,SUB-DISTRICT,Maredumilli,69,19507,10166,9341,37,3773,1864,1909,24,6967,3469,3498,6,4023,1998,2025,1,1080,580,500,1,3664,2255,1409,0,0,0,0,0,0,0,0
28,545,04885,SUB-DISTRICT,Devipatnam,44,28178,13669,14509,11,1357,701,656,15,4405,2183,2222,10,7384,3535,3849,5,7677,3692,3985,3,7355,3558,3797,0,0,0,0,0,0,0,0
28,545,04886,SUB-DISTRICT,Y. Ramavaram,125,28614,13757,14857,78,7872,3786,4086,37,11168,5505,5663,6,4032,2055,1977,3,3348,1414,1934,1,2194,997,1197,0,0,0,0,0,0,0,0
28,545,04887,SUB-DISTRICT,Addateegala,90,37241,18686,18555,33,3776,1824,1952,44,13880,6943,6937,7,5670,2956,2714,4,5372,2679,2693,1,2541,1263,1278,1,6002,3021,2981,0,0,0,0
28,545,04888,SUB-DISTRICT,Rajavommangi,61,39582,19102,20480,17,1940,998,942,22,7338,3626,3712,14,8751,4311,4440,6,9977,4795,5182,1,3573,1794,1779,1,8003,3578,4425,0,0,0,0
28,545,04889,SUB-DISTRICT,Kotananduru,14,48512,24096,24416,0,0,0,0,0,0,0,0,0,0,0,0,3,4005,2018,1987,9,31209,15467,15742,2,13298,6611,6687,0,0,0,0
28,545,04890,SUB-DISTRICT,Tuni,20,84654,41812,42842,0,0,0,0,0,0,0,0,4,2683,1327,1356,2,3053,1551,1502,9,28622,14223,14399,2,13182,6555,6627,3,37114,18156,18958
28,545,04891,SUB-DISTRICT,Rowthulapudi,38,55236,28050,27186,10,1252,630,622,6,1964,975,989,5,3508,1796,1712,6,8283,4200,4083,10,29445,15092,14353,0,0,0,0,1,10784,5357,5427
28,545,04892,SUB-DISTRICT,Sankhavaram,29,51944,26038,25906,5,575,283,292,9,2781,1383,1398,5,3224,1609,1615,3,3682,1920,1762,4,13098,6562,6536,1,6865,3458,3407,2,21719,10823,10896
28,545,04893,SUB-DISTRICT,Yeleswaram,12,77965,38471,39494,0,0,0,0,0,0,0,0,0,0,0,0,2,3341,1669,1672,6,20622,10317,10305,2,10844,5397,5447,2,43158,21088,22070
28,545,04894,SUB-DISTRICT,Gangavaram,54,25912,12393,13519,19,2282,1115,1167,21,7989,3897,4092,10,6736,3218,3518,2,2938,1458,1480,2,5967,2705,3262,0,0,0,0,0,0,0,0
28,545,04895,SUB-DISTRICT,Rampachodavaram,73,29399,13943,15456,14,1412,680,732,36,11556,5635,5921,21,14081,6038,8043,2,2350,1590,760,0,0,0,0,0,0,0,0,0,0,0,0
28,545,04896,SUB-DISTRICT,Seethanagaram,17,71665,35728,35937,0,0,0,0,0,0,0,0,3,2351,1193,1158,1,1809,884,925,8,27670,13754,13916,4,28231,14154,14077,1,11604,5743,5861
28,545,04897,SUB-DISTRICT,Gokavaram,14,69596,34352,35244,0,0,0,0,2,590,477,113,1,580,291,289,1,1143,588,555,4,13261,6579,6682,4,22707,11253,11454,2,31315,15164,16151
28,545,04898,SUB-DISTRICT,Jaggampeta,19,79640,39422,40218,2,202,95,107,0,0,0,0,2,1315,662,653,3,5018,2533,2485,7,22906,11422,11484,3,19790,9896,9894,2,30409,14814,15595
28,545,04899,SUB-DISTRICT,Kirlampudi,17,74379,37255,37124,0,0,0,0,0,0,0,0,0,0,0,0,2,2997,1504,1493,10,33894,16975,16919,5,37488,18776,18712,0,0,0,0
28,545,04900,SUB-DISTRICT,Prathipadu,36,79076,39501,39575,7,571,296,275,8,2627,1298,1329,5,3510,1681,1829,1,1367,691,676,11,34852,17519,17333,2,13153,6602,6551,2,22996,11414,11582
28,545,04901,SUB-DISTRICT,Thondangi,15,87592,44412,43180,0,0,0,0,0,0,0,0,0,0,0,0,4,5637,2839,2798,6,22000,11164,10836,2,16461,8249,8212,3,43494,22160,21334
28,545,04902,SUB-DISTRICT,Gollaprolu,10,78926,39773,39153,0,0,0,0,0,0,0,0,0,0,0,0,1,1090,552,538,5,20086,10128,9958,1,8239,4227,4012,3,49511,24866,24645
28,545,04903,SUB-DISTRICT,Peddapuram,20,73922,37379,36543,0,0,0,0,0,0,0,0,0,0,0,0,4,6197,3135,3062,12,38593,19567,19026,4,29132,14677,14455,0,0,0,0
28,545,04904,SUB-DISTRICT,Gandepalle,13,54278,27075,27203,0,0,0,0,0,0,0,0,0,0,0,0,3,3946,1988,1958,6,21525,10717,10808,4,28807,14370,14437,0,0,0,0
28,545,04905,SUB-DISTRICT,Korukonda,18,79553,39620,39933,0,0,0,0,0,0,0,0,0,0,0,0,1,1822,883,939,11,36912,18485,18427,6,40819,20252,20567,0,0,0,0
28,545,04906,SUB-DISTRICT,Rajahmundry (Urban),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,545,04907,SUB-DISTRICT,Rajahmundry Rural,3,31931,16005,15926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11995,6060,5935,1,19936,9945,9991
28,545,04908,SUB-DISTRICT,Rajanagaram,17,106085,53345,52740,0,0,0,0,0,0,0,0,1,720,369,351,1,1426,708,718,5,14425,7194,7231,8,54199,27377,26822,2,35315,17697,17618
28,545,04909,SUB-DISTRICT,Rangampeta,15,57106,28913,28193,0,0,0,0,0,0,0,0,0,0,0,0,1,1886,948,938,11,33563,17099,16464,3,21657,10866,10791,0,0,0,0
28,545,04910,SUB-DISTRICT,Samalkota,17,81115,40548,40567,0,0,0,0,0,0,0,0,2,1154,574,580,4,5305,2664,2641,4,13100,6562,6538,6,45799,23062,22737,1,15757,7686,8071
28,545,04911,SUB-DISTRICT,Pithapuram,22,74423,37743,36680,0,0,0,0,2,875,454,421,0,0,0,0,4,6874,3409,3465,13,44462,22632,21830,3,22212,11248,10964,0,0,0,0
28,545,04912,SUB-DISTRICT,Kothapalle,16,82788,41466,41322,0,0,0,0,0,0,0,0,1,884,449,435,2,3070,1540,1530,4,13908,6969,6939,8,51962,26034,25928,1,12964,6474,6490
28,545,04913,SUB-DISTRICT,Kakinada (Rural),8,43639,22130,21509,0,0,0,0,0,0,0,0,0,0,0,0,1,1976,1029,947,3,11744,5950,5794,4,29919,15151,14768,0,0,0,0
28,545,04914,SUB-DISTRICT,Kakinada (Urban),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,545,04915,SUB-DISTRICT,Pedapudi,17,71459,35883,35576,0,0,0,0,0,0,0,0,0,0,0,0,6,10234,5193,5041,7,24318,12234,12084,3,22530,11385,11145,1,14377,7071,7306
28,545,04916,SUB-DISTRICT,Biccavolu,13,70277,34695,35582,0,0,0,0,1,450,223,227,0,0,0,0,1,1913,963,950,5,15354,7675,7679,5,38282,18835,19447,1,14278,6999,7279
28,545,04917,SUB-DISTRICT,Anaparthy,9,70859,35395,35464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6734,3322,3412,6,37337,18731,18606,1,26788,13342,13446
28,545,04918,SUB-DISTRICT,Kadiam,7,90499,45066,45433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2733,1341,1392,3,24434,12075,12359,3,63332,31650,31682
28,545,04919,SUB-DISTRICT,Atreyapuram,15,65580,33096,32484,0,0,0,0,0,0,0,0,0,0,0,0,1,1297,654,643,10,33100,16800,16300,3,18060,9015,9045,1,13123,6627,6496
28,545,04920,SUB-DISTRICT,Mandapeta,13,76616,38144,38472,0,0,0,0,0,0,0,0,2,1586,774,812,1,1846,929,917,3,9479,4707,4772,4,24904,12314,12590,3,38801,19420,19381
28,545,04921,SUB-DISTRICT,Rayavaram,10,66456,32982,33474,0,0,0,0,0,0,0,0,0,0,0,0,3,4189,2126,2063,1,2327,1134,1193,4,31846,15843,16003,2,28094,13879,14215
28,545,04922,SUB-DISTRICT,Karapa,19,76398,38460,37938,0,0,0,0,0,0,0,0,2,1710,866,844,4,5661,2863,2798,6,20410,10332,10078,6,38531,19367,19164,1,10086,5032,5054
28,545,04923,SUB-DISTRICT,Kajuluru,20,70903,35825,35078,0,0,0,0,0,0,0,0,2,1705,869,836,3,4933,2525,2408,11,35618,18019,17599,3,16530,8319,8211,1,12117,6093,6024
28,545,04924,SUB-DISTRICT,Ramachandrapuram,20,70870,35866,35004,0,0,0,0,0,0,0,0,1,797,412,385,7,10846,5618,5228,7,20649,10386,10263,5,38578,19450,19128,0,0,0,0
28,545,04925,SUB-DISTRICT,Alamuru,15,74025,36955,37070,0,0,0,0,0,0,0,0,0,0,0,0,2,2744,1386,1358,9,28177,14029,14148,2,18807,9315,9492,2,24297,12225,12072
28,545,04926,SUB-DISTRICT,Ravulapalem,10,83360,41862,41498,0,0,0,0,0,0,0,0,0,0,0,0,1,1720,896,824,0,0,0,0,8,58498,29544,28954,1,23142,11422,11720
28,545,04927,SUB-DISTRICT,Kothapeta,10,77859,39053,38806,0,0,0,0,0,0,0,0,0,0,0,0,2,2707,1368,1339,2,9206,4630,4576,4,30432,15229,15203,2,35514,17826,17688
28,545,04928,SUB-DISTRICT,Kapileswarapuram,15,66809,33583,33226,0,0,0,0,0,0,0,0,0,0,0,0,2,3004,1537,1467,9,28278,14111,14167,3,23829,12039,11790,1,11698,5896,5802
28,545,04929,SUB-DISTRICT,Pamarru,24,63013,31835,31178,0,0,0,0,3,1100,572,528,0,0,0,0,7,11836,5958,5878,12,39357,19876,19481,2,10720,5429,5291,0,0,0,0
28,545,04930,SUB-DISTRICT,Thallarevu,13,82799,41438,41361,0,0,0,0,0,0,0,0,1,793,401,392,1,1894,966,928,5,17250,8492,8758,4,25817,13059,12758,2,37045,18520,18525
28,545,04931,SUB-DISTRICT,I. Polavaram,11,67434,33977,33457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17284,8696,8588,5,38580,19418,19162,1,11570,5863,5707
28,545,04932,SUB-DISTRICT,Mummidivaram,11,68586,34389,34197,0,0,0,0,0,0,0,0,0,0,0,0,2,2384,1211,1173,3,8951,4505,4446,5,33519,16940,16579,1,23732,11733,11999
28,545,04933,SUB-DISTRICT,Ainavilli,16,65161,32858,32303,0,0,0,0,1,307,160,147,0,0,0,0,3,5378,2700,2678,8,28042,14137,13905,4,31434,15861,15573,0,0,0,0
28,545,04934,SUB-DISTRICT,P.Gannavaram,18,75306,38097,37209,0,0,0,0,0,0,0,0,1,593,303,290,3,4368,2207,2161,8,23677,11985,11692,5,35599,18065,17534,1,11069,5537,5532
